brand,review_title,review_content,cleaned_text,sentiment_score,review_rating,helpful_votes,tags,sentiment_label,use_case_mentions,noun_phrases,topic,rating_label,bert_sentiment,bert_sentiment_clean,use_case_segment,pain_points
JIUMESS,Micro USB input,"It uses micro USB to charge. You plug it in and nothing lights up to show if it's charging or not.  Materials are of poor quality. When you plug your device in, it charges for three seconds  and then it turns off. 
You have to plug in a second or third time for it to start charging . Definitely not worth what I paid for it. And if you want to return it you have to pay for the shipping",it uses micro usb to charge you plug it in and nothing lights up to show if its charging or not materials are of poor quality when you plug your device in it charges for three seconds and then it turns off you have to plug in a second or third time for it to start charging definitely not worth what i paid for it and if you want to return it you have to pay for the shipping,-0.505,0.0,0,favorite_function,negative,other,"['it', 'micro', 'usb', 'you', 'it', 'nothing', 'its charging', 'not materials', 'poor quality', 'you', 'your device', 'it', 'charges', 'three seconds', 'it', 'you', 'it', 'what', 'i', 'it', 'you', 'it', 'you', 'the shipping']",0,negative,NEGATIVE,negative,other,none
JIUMESS,Overall a good charger...,"This charger overall is a great one. It's compact and exceptionally light with diversified functions. However, the battery itself doesn't stay charged long enough.",this charger overall is a great one its compact and exceptionally light with diversified functions however the battery itself doesnt stay charged long enough,0.69,0.0,0,favorite_function,positive,other,"['this charger', 'diversified functions', 'the battery', 'itself']",0,negative,POSITIVE,positive,other,none
JIUMESS,"Junk, do not buy.","it is junk. Comes charged at 75%. I use that charge. Then I tried to charge it, and nothing worked, and yes, I followed the directions.  Google has no useful information on this battery bank. unbranded.",it is junk comes charged at 75 i use that charge then i tried to charge it and nothing worked and yes i followed the directions google has no useful information on this battery bank unbranded,-0.3309,0.0,0,neutral,negative,other,"['it', 'junk', 'i', 'that charge', 'i', 'it', 'nothing', 'i', 'the directions', 'google', 'no useful information', 'this battery bank']",2,negative,NEGATIVE,negative,professionals,none
JIUMESS,,"thought it was solar power. yet again, fooled by Good Ole Sam Walton. May God rest his soul.... WATCH THE HOLDING OF YOUR MONEY AS YOU'LL NEVER, EVER SEE IT AGAIN!",thought it was solar power yet again fooled by good ole sam walton may god rest his soul watch the holding of your money as youll never ever see it again,0.34,0.0,0,neutral,positive,other,"['it', 'solar power', 'good ole sam walton', 'god', 'his soul', 'the holding', 'your money', 'you', 'it']",-1,negative,NEGATIVE,negative,other,none
JIUMESS,Handy item and easy to use!,The 1 great feature I like about the portable charger is that the cell phone charging cables are built into it. I'm not fumbling around trying to find a cell phone charging cable to charge my phone. The device is about the size of a checkbook and the LCD screen showing the % life remaining on portable charger is bright and easy to read. I feel this was a great purchase for the price I paid!,the 1 great feature i like about the portable charger is that the cell phone charging cables are built into it im not fumbling around trying to find a cell phone charging cable to charge my phone the device is about the size of a checkbook and the lcd screen showing the life remaining on portable charger is bright and easy to read i feel this was a great purchase for the price i paid,0.9477,0.0,0,favorite_function,positive,phone,"['the 1 great feature', 'i', 'the portable charger', 'it', 'i', 'my phone', 'the device', 'the size', 'a checkbook', 'the lcd screen', 'the life', 'portable charger', 'i', 'this', 'a great purchase', 'the price', 'i']",0,negative,POSITIVE,positive,other,none
JIUMESS,,"It takes quite a while for the power bank to charge up. I must say that the charge on it does not seem to last very long. I would connect the power bank (100%) to my phone at 30% charge and charge my phone up to 100%, and the power bank would be blinking low battery.",it takes quite a while for the power bank to charge up i must say that the charge on it does not seem to last very long i would connect the power bank 100 to my phone at 30 charge and charge my phone up to 100 and the power bank would be blinking low battery,-0.2732,0.0,0,neutral,negative,phone,"['it', 'quite a while', 'the power bank', 'i', 'the charge', 'it', 'i', 'the power bank', 'my phone', '30 charge', 'my phone', 'the power bank', 'low battery']",2,negative,NEGATIVE,negative,other,none
JIUMESS,Very evvective,"It continues to work as designed and because of the attached cables it is easier to use than other chargers where you need to have a cable to connect your device.

The digital charge level is also very helpful. It charges my phone 2 or 3 times before needing to be recharged.",it continues to work as designed and because of the attached cables it is easier to use than other chargers where you need to have a cable to connect your device the digital charge level is also very helpful it charges my phone 2 or 3 times before needing to be recharged,0.5468,0.0,4,neutral,positive,phone,"['it', 'the attached cables', 'it', 'other chargers', 'you', 'a cable', 'your device', 'the digital charge level', 'it', 'my phone']",0,negative,POSITIVE,positive,professionals,none
JIUMESS,Power Bank is Good,Good reliable product. i scrolled through the reviews before I made my purchase and I looked at 25  reviews and 90% were positive review. This is a good product. It charges my phone and it doesn't not take long to charge up the bank. Well worth your dollars for this one.,good reliable product i scrolled through the reviews before i made my purchase and i looked at 25 reviews and 90 were positive review this is a good product it charges my phone and it doesnt not take long to charge up the bank well worth your dollars for this one,0.8834,0.0,23,favorite_function,positive,phone,"['i', 'the reviews', 'i', 'my purchase', 'i', '25 reviews', 'positive review', 'this', 'a good product', 'it', 'my phone', 'it', 'the bank', 'your dollars', 'this one']",2,negative,POSITIVE,positive,other,none
JIUMESS,Super feature backup charger!,"Nice backup battery.  I used it to recharge my cell 4 or 5 times before having to recharge it. Has a nice digital readout showing power used %26 left. It's heavy, but well made, and I really like the attached %26 self-storing cables that can't be misplaced. Good unit !",nice backup battery i used it to recharge my cell 4 or 5 times before having to recharge it has a nice digital readout showing power used 26 left its heavy but well made and i really like the attached 26 selfstoring cables that cant be misplaced good unit,0.7211,0.0,0,concerns,positive,other,"['i', 'it', 'my cell', 'it', 'a nice digital readout', 'power', 'i', 'that', 'good unit']",0,negative,POSITIVE,positive,other,weight
JIUMESS,EXACTLY What I Needed!,"I wanted a portable power bank to recharge my Android phone. Not being very""Computer Literate,"" I was nervous about finding a charger/power bank that would fit my LG G6 phone! I am so happy I bought this, it is wonderful! It comes complete with 4 different attached cords, so one of them fits my phone perfectly! It holds a chharge for a long time, and even after it has charged my phone, it still has between 50-75% power left! This is going to make our summer vacation so much better, I won't be searching for a plug, or have to go back to the room! Great product!",i wanted a portable power bank to recharge my android phone not being verycomputer literate i was nervous about finding a chargerpower bank that would fit my lg g6 phone i am so happy i bought this it is wonderful it comes complete with 4 different attached cords so one of them fits my phone perfectly it holds a chharge for a long time and even after it has charged my phone it still has between 5075 power left this is going to make our summer vacation so much better i wont be searching for a plug or have to go back to the room great product,0.9662,0.0,21,favorite_function,positive,phone,"['i', 'a portable power bank', 'my android phone', 'i', 'a chargerpower bank', 'that', 'my lg g6 phone', 'i', 'i', 'this', 'it', 'it', '4 different attached cords', 'them', 'my phone', 'it', 'a chharge', 'a long time', 'it', 'my phone', 'it', 'between 5075 power', 'this', 'our summer vacation', 'i', 'a plug', 'the room great product']",2,negative,POSITIVE,positive,other,charging_speed
JIUMESS,Great back up phone charger,"This charger works fantastic! I really really like it and now it is my go to back up charger. I love the four cord options and light weight of the product. I wish it had a % remaining versus the 25, 50, 75, 100 LED numbers. This doesn't really tell the consumer how much time is left to charge an items.",this charger works fantastic i really really like it and now it is my go to back up charger i love the four cord options and light weight of the product i wish it had a remaining versus the 25 50 75 100 led numbers this doesnt really tell the consumer how much time is left to charge an items,0.927,0.0,0,favorite_function,positive,other,"['this charger', 'fantastic', 'i', 'it', 'it', 'my go', 'charger', 'i', 'the four cord options', 'light weight', 'the product', 'i', 'it', 'this', 'the consumer', 'how much time', 'an items']",0,negative,POSITIVE,positive,professionals,none
JIUMESS,"Scam - Perhaps 2,000-5,000mAh","The battery feels surprisingly light (feels mostly hollow) compared to my other functional 20000nAh battery bank. After I fully charged it, I was barely able to top off 2 mostly full cell phones before the battery bank was empty.

The built-in cables appear to work fine, but that matters little if it can't store the needed power.",the battery feels surprisingly light feels mostly hollow compared to my other functional 20000nah battery bank after i fully charged it i was barely able to top off 2 mostly full cell phones before the battery bank was empty the builtin cables appear to work fine but that matters little if it cant store the needed power,0.1209,0.0,0,neutral,neutral,phone,"['the battery', 'i', 'it', 'i', 'full cell phones', 'the battery bank', 'the builtin cables', 'that', 'it', 'the needed power']",2,negative,NEGATIVE,negative,professionals,none
JIUMESS,,"It takes quite a while for the power bank to charge up. I must say that the charge on it does not seem to last very long. I would connect the power bank (100%) to my phone at 30% charge and charge my phone up to 100%, and the power bank would be blinking low battery.",it takes quite a while for the power bank to charge up i must say that the charge on it does not seem to last very long i would connect the power bank 100 to my phone at 30 charge and charge my phone up to 100 and the power bank would be blinking low battery,-0.2732,0.0,0,neutral,negative,phone,"['it', 'quite a while', 'the power bank', 'i', 'the charge', 'it', 'i', 'the power bank', 'my phone', '30 charge', 'my phone', 'the power bank', 'low battery']",2,negative,NEGATIVE,negative,other,none
JIUMESS,Power On The Go,"This portable power charger works great for my military son. The multiple ports allow him to charge his phone, earbuds and laptop all from this one charger. He can pack it with him and use it all day during classes when he can't necessarily be close to a power outlet. Other soldiers have inquired where they could get one like his because they're always trying to borrow it from him. Highly recommend this portable charger!",this portable power charger works great for my military son the multiple ports allow him to charge his phone earbuds and laptop all from this one charger he can pack it with him and use it all day during classes when he cant necessarily be close to a power outlet other soldiers have inquired where they could get one like his because theyre always trying to borrow it from him highly recommend this portable charger,0.8832,0.0,0,favorite_function,positive,"phone, earbuds, laptop","['this portable power charger', 'my military son', 'the multiple ports', 'him', 'his phone earbuds', 'laptop', 'this one charger', 'he', 'it', 'him', 'it', 'classes', 'he', 'a power outlet', 'other soldiers', 'they', 'his', 'they', 'it', 'him', 'this portable charger']",0,negative,POSITIVE,positive,professionals,none
JIUMESS,Very evvective,"It continues to work as designed and because of the attached cables it is easier to use than other chargers where you need to have a cable to connect your device.

The digital charge level is also very helpful. It charges my phone 2 or 3 times before needing to be recharged.",it continues to work as designed and because of the attached cables it is easier to use than other chargers where you need to have a cable to connect your device the digital charge level is also very helpful it charges my phone 2 or 3 times before needing to be recharged,0.5468,0.0,4,neutral,positive,phone,"['it', 'the attached cables', 'it', 'other chargers', 'you', 'a cable', 'your device', 'the digital charge level', 'it', 'my phone']",0,negative,POSITIVE,positive,professionals,none
JIUMESS,Great for in hand or sitting charging! Caution?!,"Love the plug and play of the usbs and yes the one charges the device. Stand doesn't necessarily stand up to expectations but I'm playing Pokémon go and it keeps me charged unless the phone and battery gets too hot in the sun, power saving keeps me at 80% but it's dropped a few times as it's used for an all day event which can be 8  hours.",love the plug and play of the usbs and yes the one charges the device stand doesnt necessarily stand up to expectations but im playing pokmon go and it keeps me charged unless the phone and battery gets too hot in the sun power saving keeps me at 80 but its dropped a few times as its used for an all day event which can be 8 hours,0.5574,0.0,0,favorite_function,positive,phone,"['the plug', 'play', 'the usbs', 'the one', 'the device', 'expectations', 'i', 'pokmon', 'it', 'me', 'the phone', 'battery', 'the sun power saving', 'me', 'its', 'its used', 'an all day event', 'which', '8 hours']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,,"i disliked the fact that i requested to have the package delivered to my Apt door,and to ring bell! BUT,it was left unattended in the mailroom,(""which has had alot of thefts lately!') but, luckily I was able to retrieve my package before someone stoled it '",i disliked the fact that i requested to have the package delivered to my apt doorand to ring bell butit was left unattended in the mailroomwhich has had alot of thefts lately but luckily i was able to retrieve my package before someone stoled it,0.5574,0.0,0,neutral,positive,other,"['i', 'the fact', 'i', 'the package', 'my apt doorand', 'bell butit', 'the mailroomwhich', 'alot', 'thefts', 'i', 'my package', 'someone', 'it']",1,negative,NEGATIVE,negative,other,none
JIUMESS,Reliable,"Has a nice battery life for charging your devices , it is pretty big but definitely a good reliable portable charger",has a nice battery life for charging your devices it is pretty big but definitely a good reliable portable charger,0.886,0.0,0,favorite_function,positive,other,"['a nice battery life', 'your devices', 'it']",0,negative,POSITIVE,positive,other,none
JIUMESS,,The power pack is one of my  favorite purchases 🙂. I travel often easy lightweight works for me..I will charge my 📱 continue to do other tasks,the power pack is one of my favorite purchases i travel often easy lightweight works for mei will charge my continue to do other tasks,0.7096,0.0,0,"use_case, favorite_function",positive,travel,"['the power pack', 'my favorite purchases', 'i', 'often easy lightweight works', 'mei', 'other tasks']",0,negative,POSITIVE,positive,"travelers, professionals",none
JIUMESS,One charger handles it all.,I use it everyday several times.  I have several other chargers.  But this isn't go to when I leave the house.   Everything in one spot.,i use it everyday several times i have several other chargers but this isnt go to when i leave the house everything in one spot,-0.0772,0.0,0,neutral,neutral,other,"['i', 'it', 'i', 'several other chargers', 'this', 'i', 'the house', 'everything', 'one spot']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,"i like the multiple charger plugs on it. 
it is small enough to fit in my pocket on days we go to farmer's markets.",i like the multiple charger plugs on it it is small enough to fit in my pocket on days we go to farmers markets,0.6124,0.0,0,favorite_function,positive,other,"['i', 'the multiple charger plugs', 'it', 'it', 'my pocket', 'days', 'we', 'farmers markets']",0,negative,POSITIVE,positive,other,none
JIUMESS,awesome product,"this power bank is great. it charges fast. love the design, and let you know how much power is left in Bank. has multiple charging adapters for c-port regular micro, and iPhone charger.",this power bank is great it charges fast love the design and let you know how much power is left in bank has multiple charging adapters for cport regular micro and iphone charger,0.802,0.0,0,favorite_function,positive,phone,"['this power bank', 'it', 'the design', 'you', 'how much power', 'bank', 'multiple charging adapters', 'cport regular micro', 'iphone charger']",2,negative,POSITIVE,positive,other,none
JIUMESS,Don't Buy!,Save your money and do not buy this product. I have been charging this power bank for two days and it is still not at 100 percent. It also takes forever to charge your cell phone. Not worth the Black Friday deal!,save your money and do not buy this product i have been charging this power bank for two days and it is still not at 100 percent it also takes forever to charge your cell phone not worth the black friday deal,0.3682,0.0,0,neutral,positive,phone,"['your money', 'this product', 'i', 'this power bank', 'two days', 'it', 'at 100 percent', 'it', 'your cell phone']",2,negative,NEGATIVE,negative,other,none
JIUMESS,,i love it . been using it for a week now while at work and it performs as promised . charges fast and one full charge will last 2-3 days depending on how much phone your phone use is,i love it been using it for a week now while at work and it performs as promised charges fast and one full charge will last 23 days depending on how much phone your phone use is,0.6808,0.0,0,neutral,positive,phone,"['i', 'it', 'it', 'a week', 'work', 'it', 'charges', 'one full charge', 'how much phone', 'your phone use']",0,negative,POSITIVE,positive,professionals,none
JIUMESS,Powerful little charger,Perfect! Second one I order. Gifted the second one to a friend. It's my backup when I leave the house. Keep it in my purse. All plugs attached and ready to go. I got this last one sale. Win win!,perfect second one i order gifted the second one to a friend its my backup when i leave the house keep it in my purse all plugs attached and ready to go i got this last one sale win win,0.9501,0.0,0,"use_case, favorite_function",positive,"gift, purse","['perfect second one', 'i', 'a friend', 'its my backup', 'i', 'the house', 'it', 'my purse', 'all plugs', 'i']",1,negative,POSITIVE,positive,other,none
JIUMESS,Dies at 50%,"It charges just fine, the stand fits my phone perfectly, charges super fast, my only problem is that it seems to die at 50% battery.",it charges just fine the stand fits my phone perfectly charges super fast my only problem is that it seems to die at 50 battery,0.0258,0.0,2,neutral,neutral,phone,"['it', 'the stand', 'my phone', 'my only problem', 'it', '50 battery']",0,negative,NEGATIVE,negative,other,none
JIUMESS,"Works great, lasts long","I love that this is all in one, no long cords to bring and it charges quickly and I can use it for multiple full charges before having to charge it .",i love that this is all in one no long cords to bring and it charges quickly and i can use it for multiple full charges before having to charge it,-0.0516,0.0,2,favorite_function,neutral,other,"['i', 'this', 'one no long cords', 'it', 'i', 'it', 'multiple full charges', 'it']",0,negative,POSITIVE,positive,other,none
JIUMESS,Love this charger just wish the cables were longer,I do not like this and I got the insurance it's working great out the box already had a charge I highly recommend this,i do not like this and i got the insurance its working great out the box already had a charge i highly recommend this,0.6987,0.0,0,favorite_function,positive,other,"['i', 'this', 'i', 'the insurance', 'the box', 'a charge', 'i', 'this']",1,negative,POSITIVE,positive,professionals,none
JIUMESS,Poor Charge,Doesn't hold charge for long and only charged phone twice on a charge. Doesn't compete with similar power banks of similar size.,doesnt hold charge for long and only charged phone twice on a charge doesnt compete with similar power banks of similar size,-0.2023,0.0,0,neutral,negative,phone,"['charge', 'phone', 'a charge', 'similar power banks', 'similar size']",2,negative,NEGATIVE,negative,other,none
JIUMESS,power bank,We all have a lot of devices and don't want to carry the charging cables so this power bank is the key it has every type of charger you need. Can't go wrong with this. It's perfect.,we all have a lot of devices and dont want to carry the charging cables so this power bank is the key it has every type of charger you need cant go wrong with this its perfect,0.7212,0.0,2,use_case,positive,car,"['we', 'all', 'a lot', 'devices', 'the charging cables', 'this power bank', 'the key', 'it', 'every type', 'charger', 'you', 'this']",2,negative,POSITIVE,positive,other,none
JIUMESS,power bank,We all have a lot of devices and don't want to carry the charging cables so this power bank is the key it has every type of charger you need. Can't go wrong with this. It's perfect.,we all have a lot of devices and dont want to carry the charging cables so this power bank is the key it has every type of charger you need cant go wrong with this its perfect,0.7212,0.0,2,use_case,positive,car,"['we', 'all', 'a lot', 'devices', 'the charging cables', 'this power bank', 'the key', 'it', 'every type', 'charger', 'you', 'this']",2,negative,POSITIVE,positive,other,none
JIUMESS,No power here,"Maybe I got a dud because my purchase does not come close to the good reviews of this product.  it takes forever to charge, but then it runs down so fast.  Perhaps I expected too much for $20, lol.  I definitely do not recommend it.",maybe i got a dud because my purchase does not come close to the good reviews of this product it takes forever to charge but then it runs down so fast perhaps i expected too much for 20 lol i definitely do not recommend it,0.7214,0.0,0,neutral,positive,other,"['i', 'a dud', 'my purchase', 'the good reviews', 'this product', 'it', 'it', 'i', '20 lol', 'i', 'it']",0,negative,NEGATIVE,negative,other,none
JIUMESS,very small capacity,This is a bad deal.  The advertised capacity of this bank is 20000 mAh.  I tested the device and the actual capacity is 7500 mAh.  The bank has some use but us way overpriced.   Look for another product.,this is a bad deal the advertised capacity of this bank is 20000 mah i tested the device and the actual capacity is 7500 mah the bank has some use but us way overpriced look for another product,-0.3071,0.0,0,neutral,negative,other,"['this', 'a bad deal', 'the advertised capacity', 'this bank', '20000 mah', 'i', 'the device', 'the actual capacity', '7500 mah', 'the bank', 'some use', 'us', 'another product']",2,negative,NEGATIVE,negative,other,none
JIUMESS,Plenty of juice in this...,"I took the power bank with me on a cross-country trip, and I was able to get 4 full charges on my phone. It is not a super-fast charge, but it did keep up with my map app...",i took the power bank with me on a crosscountry trip and i was able to get 4 full charges on my phone it is not a superfast charge but it did keep up with my map app,-0.1406,0.0,0,"use_case, favorite_function",neutral,phone,"['i', 'the power bank', 'me', 'a crosscountry trip', 'i', '4 full charges', 'my phone', 'it', 'a superfast charge', 'it', 'my map app']",2,negative,POSITIVE,positive,travelers,none
JIUMESS,,honestly this is a low standard power bank and it keeps dying so fast i thought it used USB-C but it used micro USB and i was disappointed save your money up and get something other than this,honestly this is a low standard power bank and it keeps dying so fast i thought it used usbc but it used micro usb and i was disappointed save your money up and get something other than this,0.1531,0.0,0,favorite_function,neutral,other,"['this', 'it', 'i', 'it', 'it', 'micro', 'i', 'your money', 'something', 'this']",2,negative,NEGATIVE,negative,other,none
JIUMESS,My New Power Bank,"I love having a way to keep all of my things charged up, even when I'm mobile. I love the charging cords that are on the back of the bank. I love the price and the free delivery. I'm totally satisfied with my purchase.",i love having a way to keep all of my things charged up even when im mobile i love the charging cords that are on the back of the bank i love the price and the free delivery im totally satisfied with my purchase,0.9595,0.0,0,favorite_function,positive,other,"['i', 'a way', 'all', 'my things', 'i', 'i', 'the charging cords', 'that', 'the back', 'the bank', 'i', 'the price', 'i', 'my purchase']",0,negative,POSITIVE,positive,other,none
JIUMESS,,"It works exactly as it's supposed to. However, I would like to put this out there since it's not in the info below it or photo descriptions. Its capacity is 20,000 mAh. However, its rated capacity is only 13,500mAh.",it works exactly as its supposed to however i would like to put this out there since its not in the info below it or photo descriptions its capacity is 20000 mah however its rated capacity is only 13500mah,0.3612,0.0,0,neutral,positive,other,"['it', 'its', 'i', 'this', 'the info', 'it', 'photo descriptions', 'its capacity', '20000 mah', 'its rated capacity']",0,negative,NEGATIVE,negative,professionals,none
