brand,review_title,review_content,cleaned_text,sentiment_score,review_rating,helpful_votes,tags,sentiment_label
JIUMESS,,"i like the multiple charger plugs on it. 
it is small enough to fit in my pocket on days we go to farmer's markets.",i like the multiple charger plugs on it it is small enough to fit in my pocket on days we go to farmers markets,0.6124,0.0,0,favorite_function,positive
JIUMESS,awesome product,"this power bank is great. it charges fast. love the design, and let you know how much power is left in Bank. has multiple charging adapters for c-port regular micro, and iPhone charger.",this power bank is great it charges fast love the design and let you know how much power is left in bank has multiple charging adapters for cport regular micro and iphone charger,0.802,0.0,0,favorite_function,positive
JIUMESS,Don't Buy!,Save your money and do not buy this product. I have been charging this power bank for two days and it is still not at 100 percent. It also takes forever to charge your cell phone. Not worth the Black Friday deal!,save your money and do not buy this product i have been charging this power bank for two days and it is still not at 100 percent it also takes forever to charge your cell phone not worth the black friday deal,0.3682,0.0,0,neutral,neutral
JIUMESS,,i love it . been using it for a week now while at work and it performs as promised . charges fast and one full charge will last 2-3 days depending on how much phone your phone use is,i love it been using it for a week now while at work and it performs as promised charges fast and one full charge will last 23 days depending on how much phone your phone use is,0.6808,0.0,0,neutral,positive
JIUMESS,Powerful little charger,Perfect! Second one I order. Gifted the second one to a friend. It's my backup when I leave the house. Keep it in my purse. All plugs attached and ready to go. I got this last one sale. Win win!,perfect second one i order gifted the second one to a friend its my backup when i leave the house keep it in my purse all plugs attached and ready to go i got this last one sale win win,0.9501,0.0,0,"use_case, favorite_function",positive
JIUMESS,Dies at 50%,"It charges just fine, the stand fits my phone perfectly, charges super fast, my only problem is that it seems to die at 50% battery.",it charges just fine the stand fits my phone perfectly charges super fast my only problem is that it seems to die at 50 battery,0.0258,0.0,2,neutral,neutral
JIUMESS,"Works great, lasts long","I love that this is all in one, no long cords to bring and it charges quickly and I can use it for multiple full charges before having to charge it .",i love that this is all in one no long cords to bring and it charges quickly and i can use it for multiple full charges before having to charge it,-0.0516,0.0,2,favorite_function,neutral
JIUMESS,Love this charger just wish the cables were longer,I do not like this and I got the insurance it's working great out the box already had a charge I highly recommend this,i do not like this and i got the insurance its working great out the box already had a charge i highly recommend this,0.6987,0.0,0,favorite_function,positive
JIUMESS,Poor Charge,Doesn't hold charge for long and only charged phone twice on a charge. Doesn't compete with similar power banks of similar size.,doesnt hold charge for long and only charged phone twice on a charge doesnt compete with similar power banks of similar size,-0.2023,0.0,0,neutral,neutral
JIUMESS,power bank,We all have a lot of devices and don't want to carry the charging cables so this power bank is the key it has every type of charger you need. Can't go wrong with this. It's perfect.,we all have a lot of devices and dont want to carry the charging cables so this power bank is the key it has every type of charger you need cant go wrong with this its perfect,0.7212,0.0,2,use_case,positive
JIUMESS,power bank,We all have a lot of devices and don't want to carry the charging cables so this power bank is the key it has every type of charger you need. Can't go wrong with this. It's perfect.,we all have a lot of devices and dont want to carry the charging cables so this power bank is the key it has every type of charger you need cant go wrong with this its perfect,0.7212,0.0,2,use_case,positive
JIUMESS,No power here,"Maybe I got a dud because my purchase does not come close to the good reviews of this product.  it takes forever to charge, but then it runs down so fast.  Perhaps I expected too much for $20, lol.  I definitely do not recommend it.",maybe i got a dud because my purchase does not come close to the good reviews of this product it takes forever to charge but then it runs down so fast perhaps i expected too much for 20 lol i definitely do not recommend it,0.7214,0.0,0,neutral,positive
JIUMESS,very small capacity,This is a bad deal.  The advertised capacity of this bank is 20000 mAh.  I tested the device and the actual capacity is 7500 mAh.  The bank has some use but us way overpriced.   Look for another product.,this is a bad deal the advertised capacity of this bank is 20000 mah i tested the device and the actual capacity is 7500 mah the bank has some use but us way overpriced look for another product,-0.3071,0.0,0,neutral,neutral
JIUMESS,Plenty of juice in this...,"I took the power bank with me on a cross-country trip, and I was able to get 4 full charges on my phone. It is not a super-fast charge, but it did keep up with my map app...",i took the power bank with me on a crosscountry trip and i was able to get 4 full charges on my phone it is not a superfast charge but it did keep up with my map app,-0.1406,0.0,0,"use_case, favorite_function",neutral
JIUMESS,,honestly this is a low standard power bank and it keeps dying so fast i thought it used USB-C but it used micro USB and i was disappointed save your money up and get something other than this,honestly this is a low standard power bank and it keeps dying so fast i thought it used usbc but it used micro usb and i was disappointed save your money up and get something other than this,0.1531,0.0,0,favorite_function,neutral
JIUMESS,My New Power Bank,"I love having a way to keep all of my things charged up, even when I'm mobile. I love the charging cords that are on the back of the bank. I love the price and the free delivery. I'm totally satisfied with my purchase.",i love having a way to keep all of my things charged up even when im mobile i love the charging cords that are on the back of the bank i love the price and the free delivery im totally satisfied with my purchase,0.9595,0.0,0,favorite_function,positive
JIUMESS,,"It works exactly as it's supposed to. However, I would like to put this out there since it's not in the info below it or photo descriptions. Its capacity is 20,000 mAh. However, its rated capacity is only 13,500mAh.",it works exactly as its supposed to however i would like to put this out there since its not in the info below it or photo descriptions its capacity is 20000 mah however its rated capacity is only 13500mah,0.3612,0.0,0,neutral,neutral
JIUMESS,Great!!!!,I love the fact that it has the different cords attached to it for different devices. And that you can add your own cord as well. I've been using it for a while and it works great as a battery life charge my phone multiple times on one charge,i love the fact that it has the different cords attached to it for different devices and that you can add your own cord as well ive been using it for a while and it works great as a battery life charge my phone multiple times on one charge,0.886,0.0,0,favorite_function,positive
JIUMESS,Barely Adequate,"It's OK, I won't return it since I have used it once. I would not recommend it. They have a solar model that seems to get good reviews, but this one is barely adequate.",its ok i wont return it since i have used it once i would not recommend it they have a solar model that seems to get good reviews but this one is barely adequate,0.4415,0.0,0,neutral,neutral
JIUMESS,Everything I've Ever Wanted.,I have found myself taking this everywhere. I first got it for my travel to 3rd world countries and haven't taken it out of my bag since. It can charge all my electronic devices and has a massive battery life. Would recommend. 10/10.,i have found myself taking this everywhere i first got it for my travel to 3rd world countries and havent taken it out of my bag since it can charge all my electronic devices and has a massive battery life would recommend 1010,0.3612,0.0,0,use_case,neutral
JIUMESS,,I haven't had a chance to actually use it yet! I love the fact it tells you how much power you have left for charging and includes 4 different charging ports.. I'm sure it'll work well!!,i havent had a chance to actually use it yet i love the fact it tells you how much power you have left for charging and includes 4 different charging ports im sure itll work well,0.782,0.0,0,neutral,positive
JIUMESS,Barely Adequate,"It's OK, I won't return it since I have used it once. I would not recommend it. They have a solar model that seems to get good reviews, but this one is barely adequate.",its ok i wont return it since i have used it once i would not recommend it they have a solar model that seems to get good reviews but this one is barely adequate,0.4415,0.0,0,neutral,neutral
JIUMESS,Great battery for walking around power,The only time I need a portable battery is when I travel and use a lot of walking routes. It's not very heavy but allows me to charge my phone. good results.,the only time i need a portable battery is when i travel and use a lot of walking routes its not very heavy but allows me to charge my phone good results,0.5927,0.0,5,"use_case, favorite_function, concerns",positive
JIUMESS,Great working PowerBank,"Purchased to use in the deer woods and love that it has built in cables, makes for less hauling of unnecessary items! Battery life seems pretty good as well! Would recommend 😊",purchased to use in the deer woods and love that it has built in cables makes for less hauling of unnecessary items battery life seems pretty good as well would recommend,0.9313,0.0,0,favorite_function,positive
JIUMESS,Perfect for my needs.,"It was almost fully charged when I got it and the fact I could charge my phone and my wife's phone, at the same time, with the built in cables was brilliant. Highly recommended.",it was almost fully charged when i got it and the fact i could charge my phone and my wifes phone at the same time with the built in cables was brilliant highly recommended,0.6222,0.0,7,favorite_function,positive
JIUMESS,"An ok charging speed, low battery life, short cord","It charges your phone and other things quite well, however the battery life is not exactly ideal. The cord lengths are also below expected, but it's portable so I guess it'll do.",it charges your phone and other things quite well however the battery life is not exactly ideal the cord lengths are also below expected but its portable so i guess itll do,-0.188,0.0,0,favorite_function,neutral
JIUMESS,,"It works exactly as it's supposed to. However, I would like to put this out there since it's not in the info below it or photo descriptions. Its capacity is 20,000 mAh. However, its rated capacity is only 13,500mAh.",it works exactly as its supposed to however i would like to put this out there since its not in the info below it or photo descriptions its capacity is 20000 mah however its rated capacity is only 13500mah,0.3612,0.0,0,neutral,neutral
JIUMESS,Great!!!!,I love the fact that it has the different cords attached to it for different devices. And that you can add your own cord as well. I've been using it for a while and it works great as a battery life charge my phone multiple times on one charge,i love the fact that it has the different cords attached to it for different devices and that you can add your own cord as well ive been using it for a while and it works great as a battery life charge my phone multiple times on one charge,0.886,0.0,0,favorite_function,positive
JIUMESS,not as expected,"i bought this for the mAh...fantastic!  but the cables were short, unusable for my situation. there is no way to use my own cable to make it usable! I got my money back via a refund at the store!",i bought this for the mahfantastic but the cables were short unusable for my situation there is no way to use my own cable to make it usable i got my money back via a refund at the store,-0.4215,0.0,0,neutral,neutral
JIUMESS,My New Power Bank,"I love having a way to keep all of my things charged up, even when I'm mobile. I love the charging cords that are on the back of the bank. I love the price and the free delivery. I'm totally satisfied with my purchase.",i love having a way to keep all of my things charged up even when im mobile i love the charging cords that are on the back of the bank i love the price and the free delivery im totally satisfied with my purchase,0.9595,0.0,0,favorite_function,positive
JIUMESS,not as expected,"i bought this for the mAh...fantastic!  but the cables were short, unusable for my situation. there is no way to use my own cable to make it usable! I got my money back via a refund at the store!",i bought this for the mahfantastic but the cables were short unusable for my situation there is no way to use my own cable to make it usable i got my money back via a refund at the store,-0.4215,0.0,0,neutral,neutral
JIUMESS,Not As Described,In the item's description the seller said that this charger should charge smart phones between 4 - 6 times. This charger barely charged my phone once and I was very disappointed.,in the items description the seller said that this charger should charge smart phones between 4 6 times this charger barely charged my phone once and i was very disappointed,-0.296,0.0,0,neutral,neutral
JIUMESS,"20,000 Brick Phone Charger","Really cool 20,00 phone brick charger   Will power up my phone from almost dead to 100% three times before I need to recharge. 
Really like that all 4 cords are connected to the charging brick.",really cool 2000 phone brick charger will power up my phone from almost dead to 100 three times before i need to recharge really like that all 4 cords are connected to the charging brick,0.0974,0.0,0,favorite_function,neutral
JIUMESS,Small and portable,The battery bank fits nicely in your pocketbook or briefcase. Good to have in an emergency.  The different plugs is helpful to have when people have other devices.,the battery bank fits nicely in your pocketbook or briefcase good to have in an emergency the different plugs is helpful to have when people have other devices,0.7184,0.0,0,use_case,positive
JIUMESS,Smells Like Burning.,"I've been using this power bank for about 6 days. It's now giving off a burnt smell and I don't feel it's safe to use. Unfortunately I no longer have the packaging, so I will be throwing it away.",ive been using this power bank for about 6 days its now giving off a burnt smell and i dont feel its safe to use unfortunately i no longer have the packaging so i will be throwing it away,-0.5583,0.0,10,neutral,negative
JIUMESS,Initial experience is awful.,"The instructions for use, provided with the PowerBank, are TERRIBLE.   If this is any indication of what you're in for, they start out with, ""Here's the instruction for your better experience"".    My third grader can write better English than this.

It gets worse:  There is a digital display (25 50 75 100).   Nowhere does it explain what these numbers mean.

The power button seems to do nothing.

There is a slide-out on the back side (looks like a typical place to put batteries into a remote).  No explanation in the manual and NOTHING behind the slide-out ... still a complete mystery as to its purpose.",the instructions for use provided with the powerbank are terrible if this is any indication of what youre in for they start out with heres the instruction for your better experience my third grader can write better english than this it gets worse there is a digital display 25 50 75 100 nowhere does it explain what these numbers mean the power button seems to do nothing there is a slideout on the back side looks like a typical place to put batteries into a remote no explanation in the manual and nothing behind the slideout still a complete mystery as to its purpose,-0.0258,0.0,0,neutral,neutral
JIUMESS,Power bank with cables,I like the size.  It fits in my purse well.  I am happy it is not real heavy.  I love how the cables are built in.  I charged my phone easily.  The color makes it professional looking.  I have already told my friends about it.  I think it will be with me a lot.  It price was right.  I have been wanting one for a while.,i like the size it fits in my purse well i am happy it is not real heavy i love how the cables are built in i charged my phone easily the color makes it professional looking i have already told my friends about it i think it will be with me a lot it price was right i have been wanting one for a while,0.824,0.0,0,"use_case, favorite_function, concerns",positive
JIUMESS,Love it,"This is the best battery pack I ever bought. I got it before I went on vacation with my old iPhone that broke, and this battery pack also having the c-port charger saved my life. It can charge my phone, AirPods and speaker all at once and has a great charged life",this is the best battery pack i ever bought i got it before i went on vacation with my old iphone that broke and this battery pack also having the cport charger saved my life it can charge my phone airpods and speaker all at once and has a great charged life,0.8176,0.0,0,concerns,positive
JIUMESS,,junk. terrible product. Will not charge,junk terrible product will not charge,-0.4767,0.0,0,neutral,neutral
JIUMESS,wrong item received,received a sponge mop refill instead of the item. Walmart won&amp;amp;#39;t take it back.,received a sponge mop refill instead of the item walmart wonampamp39t take it back,0.0,0.0,0,neutral,neutral
JIUMESS,,all the usb cable's you are going to need built in,all the usb cables you are going to need built in,0.0,0.0,0,favorite_function,neutral
JIUMESS,,Fair price.  Good quality.  No complaints.,fair price good quality no complaints,0.0772,0.0,0,neutral,neutral
JIUMESS,great charger,this charger works very fast. i like the 3 different ends it has for different phones.,this charger works very fast i like the 3 different ends it has for different phones,0.4173,0.0,0,neutral,neutral
JIUMESS,Disappointed,I ordered 2 and only got 1 where is my other one,i ordered 2 and only got 1 where is my other one,0.0,0.0,0,neutral,neutral
JIUMESS,,junk. terrible product. Will not charge,junk terrible product will not charge,-0.4767,0.0,0,neutral,neutral
JIUMESS,Reliability,Always good to be prepared %26 this power bank is more than reliable.,always good to be prepared 26 this power bank is more than reliable,0.5859,0.0,0,favorite_function,positive
JIUMESS,Best external battery charger,Digital display of battery. 5 cables for charging. We only use the apple and Samsung conecter,digital display of battery 5 cables for charging we only use the apple and samsung conecter,0.0,0.0,0,neutral,neutral
JIUMESS,Great,Very good portable charger.,very good portable charger,0.4927,0.0,0,favorite_function,neutral
JIUMESS,Portable Charger,This was a gift for my son.  He loves everything about it :),this was a gift for my son he loves everything about it,0.765,0.0,0,use_case,positive
JIUMESS,,Great product. I'm glad I purchased it. I will order another one soon,great product im glad i purchased it i will order another one soon,0.7964,0.0,0,neutral,positive
JIUMESS,Best external battery charger,Digital display of battery. 5 cables for charging. We only use the apple and Samsung conecter,digital display of battery 5 cables for charging we only use the apple and samsung conecter,0.0,0.0,0,neutral,neutral
JIUMESS,,This is the best thing ever. I recommend anyone to purchase this,this is the best thing ever i recommend anyone to purchase this,0.7717,0.0,0,neutral,positive
JIUMESS,Love it.,Never have to worry about my phone going dead again,never have to worry about my phone going dead again,-0.4393,0.0,0,neutral,neutral
JIUMESS,,I don't like it. No instructions for the use. It doesn't say how long it will stay charged up,i dont like it no instructions for the use it doesnt say how long it will stay charged up,-0.2551,0.0,0,neutral,neutral
JIUMESS,,"It  doesn't work 
Won't charge",it doesnt work wont charge,0.0,0.0,0,neutral,neutral
JIUMESS,,"This item is very good quality and price. It's no need cable, light weight.",this item is very good quality and price its no need cable light weight,0.2484,0.0,0,neutral,neutral
JIUMESS,,Takes long to charge your device was hoping for a fast charge.,takes long to charge your device was hoping for a fast charge,0.4215,0.0,0,favorite_function,neutral
JIUMESS,,This power bar did not fit any of my] devices.  All ports were too snall.,this power bar did not fit any of my devices all ports were too snall,-0.2755,0.0,0,neutral,neutral
